Прізвище;Ім’я;По батькові;Стать;Дата народження;Посада;Місто проживання;Адреса проживання;Телефон;Email
Сомко;Ігнат;Симонович;Чоловіча;1966-08-18;Стоматолог;село Щастя ;проспект Четверта, буд. 99, Чоп, 19221;+380 21 378 45 85;frants22@example.net
Чумаченко;Левко;Ааронович;Чоловіча;1961-11-25;Гицель;хутір Феодосія;сквер Восьмого Березня Лінія 3-тя, буд. 85, Федорівка, 17962;+380 89 691-93-42;viktoriiafastenko@example.net
Худяк;Надія;Тетянаівна;Жіноча;1977-03-03;Фрілансер;селище Бурштин ;узвіз Самодіяльна, буд. 41, Заліщики, 97517;+380 96 872-06-96;zfurs@example.com
Франчук;Яків;Гордійович;Чоловіча;1968-07-30;Музичний редактор;село Мала Виска;вулиця Пассіонарії, буд. 024, Сміла, 03401;386 23 05;eieroshenko@example.org
Фартушняк;Любов;Юстинаівна;Жіноча;1946-09-17;Кінокритик;хутір Лисичанськ;парк Дігтярна, буд. 698 кв. 7, Бахчисарай, 39803;373 87 97;matviienkoiefrem@example.org
Дуплій;Тереза;Яринаівна;Жіноча;1968-12-31;Електромонтер;село Одеса;шосе Дем’янова, буд. 5 кв. 7, Добромиль, 09120;021 911-40-72;pvyshyvana@example.com
Назаренко;Теодор;Венедиктович;Чоловіча;1984-12-24;Будник;хутір Золочів;шосе Вершинна, буд. 3, Бориспіль, 95827;777-65-62;rozaliia83@example.com
Коваленко;Дан;Антонович;Чоловіча;1978-01-09;Мірошник;хутір Богуслав;проспект Віцеадмірала Азарова, буд. 4, Борзна, 64464;+380 11 771-94-80;rdotsenko@example.net
Гриценко;Анастасія;Єваівна;Жіноча;1981-05-05;Головний меркшейдер;хутір Кам'янка (Черкаська область);узвіз Проточний, буд. 50 кв. 4, Вознесенськ, 81360;002 147-59-37;arkadiibezditko@example.org
Адаменко;Христина;Віраівна;Жіноча;2002-07-29;Психолог;місто Рені;парк Михайлівська, буд. 86 кв. 651, Сторожинець, 87271;+380 33 103-03-85;halyna09@example.org
Бездітко;Олександр;Борисович;Чоловіча;2008-03-31;Ветеринар;хутір Добропілля;шосе Південна дорога, буд. 30 кв. 9, Городище , 24227;007 954-68-14;teodor01@example.net
Безбородько;Борислав;Сергійович;Чоловіча;2007-12-08;Промисловець;село Перечин;парк Академіка Векслера, буд. 67 кв. 0, Татарбунари, 78844;+380 (66) 739-03-90;maksym92@example.com
Устенко;Антон;Андрійович;Чоловіча;1988-02-23;Гірничий інженер;селище Дубно;вулиця Жевахова, буд. 15, Татарбунари, 36593;+380 (93) 620-26-09;liubovshchors@example.org
Ребрик;Омелян;Олександрович;Чоловіча;1971-01-06;Літературознавець;місто Шостка;провулок Балтський 6-й, буд. 4, Привілля, 88174;+380 (54) 142-13-03;iushchenkovarvara@example.net
Сірко;Маруся;Валентинаівна;Жіноча;1952-05-11;Музикознавець;хутір Полтава;проспект Валіховський, буд. 0 кв. 096, Лубни, 30347;+380 (73) 843-83-81;andrii96@example.com
Мазур;Емілія;Анітаівна;Жіноча;1964-06-04;Драматург;селище Білгород-Дністровський;провулок Чумацька, буд. 0 кв. 500, Зміїв, 96415;608-77-12;icherednyk@example.net
Савенко;Борислав;Трохимович;Чоловіча;2004-10-26;Клавішник;місто Святогірськ;набережна Соляний 1-й, буд. 43, Новодністровськ, 14825;035 136-88-53;orkhypfastenko@example.com
Пушкар;Давид;Охрімович;Чоловіча;1991-03-08;Геолог;хутір Кобеляки;провулок Маковий, буд. 717 кв. 61, Христинівка, 09067;023 902 14 55;arkhypenkoleonid@example.com
Рябець;Ірина;Оксанаівна;Жіноча;1990-01-16;Єгер;хутір Підгородне;сквер Транспортна, буд. 24, Тернівка , 59176;+380 27 638 94 20;qonyshchenko@example.net
Базавлученко;Альбіна;Терезаівна;Жіноча;1976-09-29;Мінералог;селище Алмазна;шосе Кримська, буд. 096, Дергачі, 32257;+380 39 638-39-54;vshovkoplias@example.com
Дрозд;Марія;Маринаівна;Жіноча;1995-07-09;Мінералог;село Вовчанськ;шосе Ф. Пішеніна, буд. 011 кв. 009, Монастирище, 74069;+380 37 823 85 84;azar38@example.net
Охріменко;Василина;Одаркаівна;Жіноча;1985-12-22;Мірошник;хутір Устилуг;провулок Міхновського Миколи, буд. 1 кв. 470, Андрушівка, 53082;082 906 99 50;lesmatviienko@example.org
Заруба;Артем;Вікторович;Чоловіча;1941-07-24;Правник;хутір Старий Самбір;парк Зоряна, буд. 0 кв. 92, Родинське, 91961;+380 08 114-51-89;atsymbaliuk@example.org
Шутько;Юстина;Алінаівна;Жіноча;1969-03-26;Археолог;селище Лутугине;узвіз Ремонтна, буд. 33, Ватутіне, 06882;577-02-48;borys62@example.com
Токар;Володимир;Михайлоович;Чоловіча;1976-05-03;Єгер;село Сквира;шосе Пісочний, буд. 15, Борислав, 71840;086 954 28 77;stanislavbabak@example.org
Дзиндра;Едита;Ларисаівна;Жіноча;1976-11-05;Флорист;хутір Новий Розділ;узвіз Дністровська, буд. 384 кв. 7, Коростишів, 86525;+380 95 279-34-70;adam94@example.org
Колодуб;Дмитро;Адамович;Чоловіча;1953-08-31;Різноробочий;місто Тернопіль;сквер Об'їзна дорога, буд. 565 кв. 0, Молочанськ, 54968;+380 (27) 960-88-04;dbashpolchenko@example.com
Петренко;Макар;Вікторович;Чоловіча;1945-07-18;Випробувач;місто Немирів;набережна Республіканська, буд. 36 кв. 61, Стрий, 87387;011 305-90-13;prokhir59@example.net
Хомик;Вʼячеслав;Олексаович;Чоловіча;1988-05-01;Дизайнер;місто Зеленодольськ;парк Аеропортівський 4-й, буд. 0, Жданівка, 81047;+380 93 588-18-36;kamilla25@example.net
Франко;Степан;Вікторович;Чоловіча;2001-05-26;Професор;селище Новоазовськ;провулок Теплична, буд. 433 кв. 739, Монастирище, 85276;+380 62 323-26-48;suprunenkoomelian@example.org
Ващенко;Варвара;Тетянаівна;Жіноча;1960-01-01;Археолог;селище Старий Крим;провулок Лінія 31-ша, буд. 04 кв. 670, Ромни, 80917;+380 36 660-61-24;dkhorishko@example.org
Салій;Герман;Феофанович;Чоловіча;1966-09-22;Детектив;село Білопілля;провулок Горбатий міст, буд. 746 кв. 55, Радомишль, 18980;+380 63 613-98-64;oksanasomko@example.org
Ящук;Маруся;Оксеніяівна;Жіноча;1981-02-11;Електромонтер;місто Олешки;площа Басейний 4-й, буд. 58 кв. 4, Новоазовськ, 47393;140 71 33;bkhudobiak@example.org
Бебешко;Марʼяна;Михайлинаівна;Жіноча;1942-09-12;Історик;селище Луцьк;вулиця 7-ма Суворовська, буд. 4, Географія Вільнянська, 34580;340 04 19;hordiihupalo@example.org
Ващенко-Захарченко;Данна;Маріяівна;Жіноча;2005-03-22;Педагог;місто Шостка;площа Давида Ойстраха, буд. 9 кв. 69, Дубровиця, 45797;+380 14 727 05 81;viktor89@example.net
Олійник;Федір;Вікторович;Чоловіча;1990-04-09;Геофізик;селище Умань;узвіз Канатний, буд. 9 кв. 290, Коростень, 75263;+380 68 175-99-48;ebaran@example.net
Яценюк;Леон;Петроович;Чоловіча;1966-06-20;Продюсер;місто Щолкіне;набережна Радіальна, буд. 16, Алушта, 67368;779 26 13;venedyktsomko@example.org
Царенко;Станіслав;Трохимович;Чоловіча;1971-04-27;Кінолог;місто Люботин;проспект Волна тупик, буд. 515, Хмільник, 97427;067 689-70-05;sviatoslava16@example.net
Ребрик;Ліза;Едитаівна;Жіноча;2002-05-29;Лікар;селище Ківерці;вулиця 6-та Суворовська, буд. 022, Броди, 56292;076 423 47 25;chornovilteodor@example.net
Закусило;Варвара;Даннаівна;Жіноча;1991-06-03;Дипломат;селище Бершадь;узвіз Байкал тупик, буд. 1 кв. 3, Маріуполь, 28430;+380 (00) 263-57-62;ielysavetaprykhodko@example.org
Адаменко;Феофан;Едуардович;Чоловіча;1940-07-11;Краєзнавець;село Кипуче;вулиця Дунаєвського 1-й, буд. 73, Українка , 16617;+380 74 503-44-51;hskoryk@example.net
